Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,221
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,223
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,143
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,262
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,210
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,231
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,295
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,325
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,222
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,206
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,166
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,90
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,59
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,36
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,33
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,74
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,84
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,122
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,76
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,99
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,124
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,147
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,76
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,90
Trade Indices,Tonga,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,67
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,337
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,282
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,310
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,305
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,335
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,285
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,276
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,326
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,316
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,288
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,282
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,300
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,231
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,221
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,186
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,246
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,213
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,158
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,142
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,126
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,111
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,85
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,94
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,94
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,97
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,93
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,102
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,131
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,164
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,179
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,180
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,175
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,183
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,222
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,220
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,237
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,236
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,174
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,185
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,259
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,274
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,207
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,149
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,180
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,218
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,203
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,193
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,94
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,118
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,96
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,70
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,85
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,81
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,77
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,125
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,97
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,82
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,64
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,86
Trade Indices,Trinidad and Tobago,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,60
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,45
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,46
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,63
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,53
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,48
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,60
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,39
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,29
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,34
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,37
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,31
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,43
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,45
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,41
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,34
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,38
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,26
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,30
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,34
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,21
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,28
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,19
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,26
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,25
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,36
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,22
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,29
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,21
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,21
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,29
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,39
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,36
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,33
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,53
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,39
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,33
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,45
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,48
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,60
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,63
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,69
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,65
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,59
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,89
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,80
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,85
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,97
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,96
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,86
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,89
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,131
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,101
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,96
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,81
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,118
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,101
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,120
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,151
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,114
Trade Indices,Tunisia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,92
Trade Indices,Turkey,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,7
Trade Indices,Turkey,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,6
Trade Indices,Turkey,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,6
Trade Indices,Turkey,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,7
Trade Indices,Turkey,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,8
